ClaimNumber,PolicyNumber, ClaimAmount ,LossDate,ReportDate
C904563,P104324,106,7/20/2015,7/11/2017
C904564,P107605,2651,1/7/2017,7/11/2017
C904565,P107399,4999,1/1/2017,7/12/2017
C904566,P106009,2265,3/16/2016,7/12/2017
C904567,P102899,8102,4/5/2017,7/12/2017
C904568,P106925,24,1/20/2017,7/12/2017
C904569,P101402,1231,6/22/2015,7/12/2017
C904570,P106530,8581,5/24/2016,7/12/2017
C904571,P101183,449,1/1/2015,7/13/2017
C904572,P107439,25137,2/21/2017,7/13/2017
C904573,P100447,1825,8/13/2014,7/14/2017
C904574,P100255,3190,11/19/2016,7/14/2017
C904575,P100721,336,2/12/2017,7/14/2017
C904576,P106829,5543,3/16/2017,7/14/2017
C904577,P107215,2262,5/13/2016,7/14/2017
C904578,P109027,9794,7/10/2017,7/14/2017
C904579,P105488,6028,2/24/2017,7/15/2017
C904580,P104429,1770,10/17/2016,7/15/2017
C904581,P105168,1900,3/14/2017,7/15/2017
C904582,P103070,1180,11/24/2015,7/15/2017
C904583,P102250,4797,2/9/2017,7/15/2017
C904584,P107526,4043,6/28/2017,7/15/2017
C904585,P108991,43,7/13/2017,7/15/2017
C904586,P106043,3815,12/1/2016,7/15/2017
C904587,P104539,7189,10/15/2016,7/15/2017
C904588,P108228,1952,6/17/2017,7/15/2017
C904589,P106433,1288,6/25/2017,7/16/2017
C904590,P104749,1342,5/12/2016,7/16/2017
C904591,P102834,1000,3/21/2016,7/16/2017
C904592,P106805,911,11/25/2016,7/16/2017
C904593,P107739,1425,11/22/2016,7/17/2017
C904594,P105858,2907,2/18/2016,7/17/2017
C904595,P106354,2747,12/1/2015,7/17/2017
C904596,P104033,9031,4/1/2017,7/17/2017
C904597,P105669,683,5/26/2017,7/17/2017
C904598,P102711,1586,10/15/2015,7/17/2017
C904599,P104164,6854,12/27/2016,7/17/2017
C904600,P107705,1738,12/12/2016,7/18/2017
C904601,P106813,12611,11/15/2016,7/18/2017
C904602,P103466,1479,5/24/2017,7/18/2017
C904603,P100628,3314,8/2/2016,7/18/2017
C904604,P101356,5887,12/8/2014,7/19/2017
C904605,P102368,2568,5/11/2015,7/19/2017
C904606,P105589,425,10/1/2016,7/19/2017
C904607,P105315,5005,2/11/2017,7/19/2017
C904608,P107739,7275,5/22/2017,7/19/2017
C904609,P107746,2457,1/16/2017,7/19/2017
C904610,P108650,7342,2/10/2017,7/19/2017
C904611,P105506,5815,3/13/2017,7/20/2017
C904612,P105925,12255,4/23/2017,7/20/2017
C904613,P107435,910,10/6/2016,7/20/2017
C904614,P108035,871,11/8/2016,7/20/2017
C904615,P103176,8239,5/24/2016,7/20/2017
C904616,P100433,2586,1/4/2016,7/20/2017
C904617,P107813,2074,11/5/2016,7/20/2017
C904618,P102175,7411,5/19/2017,7/20/2017
C904619,P108068,157,3/15/2017,7/21/2017
C904620,P104257,3773,5/24/2017,7/21/2017
C904621,P106339,13091,6/4/2016,7/21/2017
C904622,P102926,1117,2/20/2017,7/21/2017
C904623,P104448,1046,9/26/2016,7/21/2017
C904624,P109135,8899,5/23/2017,7/22/2017
C904625,P107894,3713,9/6/2016,7/22/2017
C904626,P102852,211,4/4/2017,7/22/2017
C904627,P105141,2534,10/20/2016,7/22/2017
C904628,P101399,6445,7/11/2017,7/22/2017
C904629,P102206,213,2/12/2015,7/22/2017
C904630,P103541,3237,7/16/2017,7/22/2017
C904631,P102000,3275,5/22/2016,7/22/2017
C904632,P107417,4457,5/8/2017,7/22/2017
C904633,P105890,2302,1/27/2017,7/23/2017
C904634,P103782,463,1/23/2017,7/23/2017
C904635,P105228,5771,7/22/2017,7/23/2017
C904636,P108980,1238,5/25/2017,7/23/2017
C904637,P107678,157,6/27/2017,7/23/2017
C904638,P109455,11530,6/30/2017,7/24/2017
C904639,P100692,2248,5/22/2014,7/24/2017
C904640,P108826,15084,2/9/2017,7/24/2017
C904641,P104222,19954,9/2/2015,7/24/2017
C904642,P106065,22547,10/27/2015,7/25/2017
C904643,P105720,2852,10/5/2016,7/25/2017
C904644,P100189,5845,12/11/2016,7/25/2017
C904645,P100634,498,10/29/2016,7/25/2017
C904646,P104610,2951,6/11/2017,7/26/2017
C904647,P103232,4259,2/10/2015,7/26/2017
C904648,P105298,3399,2/22/2017,7/26/2017
C904649,P105662,1858,2/1/2016,7/26/2017
C904650,P101519,2250,7/24/2017,7/26/2017
C904651,P106918,479,3/12/2016,7/26/2017
C904652,P107051,2761,6/3/2017,7/26/2017
C904653,P101135,3568,11/17/2016,7/26/2017
C904654,P108673,5138,6/12/2017,7/27/2017
C904655,P106370,4043,10/18/2016,7/27/2017
C904656,P102847,621,1/28/2016,7/27/2017
C904657,P107123,10846,9/15/2016,7/27/2017
C904658,P101382,10850,10/6/2016,7/28/2017
C904659,P106720,903,10/2/2016,7/28/2017
C904660,P102317,1534,5/14/2016,7/29/2017
C904661,P103227,5520,11/21/2015,7/29/2017
C904662,P101694,12529,2/27/2016,7/29/2017
C904663,P101279,9538,9/6/2014,7/29/2017
C904664,P101273,1362,7/5/2015,7/29/2017
C904665,P108090,1447,9/27/2016,7/29/2017
C904666,P105439,5897,6/24/2017,7/29/2017
C904667,P104681,11782,7/31/2016,7/30/2017
C904668,P108710,1120,1/24/2017,7/30/2017
C904669,P103643,5376,5/31/2016,7/30/2017
C904670,P102424,4419,6/20/2017,7/30/2017
C904671,P106216,3591,3/15/2017,7/30/2017
C904672,P107815,6953,10/7/2016,7/30/2017
C904673,P104084,2155,12/30/2015,7/31/2017
C904674,P109385,4978,6/17/2017,7/31/2017
C904675,P108445,3861,2/10/2017,7/31/2017
C904676,P104135,14168,1/9/2015,8/1/2017
C904677,P104884,4461,11/7/2016,8/1/2017
C904678,P108596,5515,1/19/2017,8/1/2017
C904679,P101060,1350,1/27/2017,8/1/2017
C904680,P105508,2154,12/21/2016,8/1/2017
C904681,P106866,4397,3/8/2016,8/1/2017
C904682,P107457,8319,3/5/2017,8/2/2017
C904683,P108564,12,6/26/2017,8/2/2017
C904684,P102765,901,7/4/2017,8/2/2017
C904685,P104272,1396,8/27/2016,8/2/2017
C904686,P102286,3157,2/21/2017,8/2/2017
C904687,P101928,5002,7/20/2016,8/2/2017
C904688,P105793,3057,4/2/2017,8/2/2017
C904689,P108670,1863,5/4/2017,8/2/2017
C904690,P107635,12464,4/22/2017,8/3/2017
C904691,P101399,2431,2/26/2017,8/3/2017
C904692,P101202,299,11/28/2016,8/3/2017
C904693,P106767,943,10/3/2016,8/3/2017
C904694,P106954,5330,8/6/2016,8/3/2017
C904695,P108896,12835,5/6/2017,8/3/2017
C904696,P107439,2968,1/6/2017,8/3/2017
C904697,P102477,9568,11/30/2015,8/3/2017
C904698,P108409,10721,12/27/2016,8/3/2017
C904699,P101554,6100,6/28/2016,8/4/2017
C904700,P104648,11985,1/1/2017,8/4/2017
C904701,P102159,5638,11/20/2015,8/4/2017
C904702,P100894,20436,4/28/2016,8/4/2017
C904703,P105583,12782,12/18/2016,8/4/2017
C904704,P104379,12525,5/1/2015,8/5/2017
C904705,P103722,5220,3/21/2017,8/5/2017
C904706,P103145,4334,9/9/2016,8/5/2017
C904707,P106402,3120,6/14/2017,8/5/2017
C904708,P101552,8612,4/28/2016,8/5/2017
C904709,P108786,9917,6/16/2017,8/5/2017
C904710,P106701,5,9/19/2016,8/5/2017
C904711,P100824,15046,10/10/2016,8/5/2017
C904712,P102791,271,12/15/2016,8/6/2017
C904713,P106499,3403,1/28/2016,8/6/2017
C904714,P108596,146,5/27/2017,8/6/2017
C904715,P109349,5693,6/24/2017,8/6/2017
C904716,P102638,4428,12/16/2016,8/7/2017
C904717,P101139,10715,2/20/2017,8/7/2017
C904718,P105637,9127,7/2/2016,8/7/2017
C904719,P107946,1923,3/7/2017,8/7/2017
C904720,P105568,5137,11/26/2016,8/8/2017
C904721,P106234,8072,7/5/2017,8/8/2017
C904722,P104120,21044,6/3/2015,8/8/2017
C904723,P105551,2111,6/23/2017,8/8/2017
C904724,P102353,1071,8/20/2016,8/8/2017
C904725,P101798,2419,10/5/2016,8/8/2017
C904726,P107561,1910,6/28/2017,8/8/2017
C904727,P107474,2941,8/30/2016,8/8/2017
C904728,P109032,818,3/26/2017,8/8/2017
C904729,P101896,5827,5/22/2016,8/8/2017
C904730,P108066,3507,4/5/2017,8/8/2017
C904731,P101183,2331,7/9/2017,8/9/2017
C904732,P104218,1909,2/28/2016,8/9/2017
C904733,P107664,10034,7/29/2017,8/9/2017
C904734,P103433,5786,3/6/2017,8/9/2017
C904735,P101069,7454,5/21/2016,8/9/2017
C904736,P100770,2207,5/24/2017,8/9/2017
C904737,P108069,4923,11/27/2016,8/9/2017
C904738,P106038,8169,10/3/2016,8/9/2017
C904739,P102638,593,3/25/2017,8/10/2017
C904740,P102629,2233,12/1/2014,8/10/2017
C904741,P104177,4483,10/6/2016,8/10/2017
C904742,P106847,2173,8/3/2017,8/10/2017
C904743,P102706,2045,7/2/2016,8/10/2017
C904744,P105983,2670,3/22/2017,8/10/2017
C904745,P102590,732,5/29/2017,8/11/2017
C904746,P106430,2789,11/14/2016,8/11/2017
C904747,P103466,13570,5/28/2016,8/11/2017
C904748,P104645,959,8/16/2016,8/11/2017
C904749,P100225,1051,8/5/2017,8/11/2017
C904750,P100274,56,6/12/2016,8/12/2017
C904751,P107728,2628,4/16/2017,8/12/2017
C904752,P102243,4386,5/9/2016,8/12/2017
C904753,P101515,12438,7/4/2014,8/12/2017
C904754,P103862,1948,8/2/2015,8/12/2017
C904755,P109887,5514,6/25/2017,8/12/2017
C904756,P106603,1193,11/30/2016,8/12/2017
C904757,P107483,2857,5/19/2017,8/12/2017
C904758,P107341,3158,8/2/2017,8/13/2017
C904759,P101576,1903,4/5/2016,8/13/2017
C904760,P108686,606,1/2/2017,8/13/2017
C904761,P105553,4042,12/16/2016,8/13/2017
C904762,P108041,4282,2/18/2017,8/13/2017
C904763,P102065,6089,7/30/2017,8/13/2017
C904764,P104882,626,10/30/2015,8/13/2017
C904765,P108216,921,12/27/2016,8/13/2017
C904766,P100235,4058,7/16/2017,8/13/2017
C904767,P104551,6411,4/14/2016,8/13/2017
C904768,P105800,2818,5/27/2017,8/13/2017
C904769,P102441,8574,9/12/2016,8/14/2017
C904770,P105687,4748,10/1/2016,8/14/2017
C904771,P105918,1803,5/2/2016,8/15/2017
C904772,P105688,4799,2/7/2017,8/15/2017
C904773,P102907,22467,10/11/2016,8/15/2017
C904774,P105064,8257,7/7/2016,8/15/2017
C904775,P106640,20167,12/24/2016,8/15/2017
C904776,P101890,2212,7/9/2017,8/15/2017
C904777,P105626,625,5/13/2017,8/16/2017
C904778,P103760,19139,9/8/2016,8/16/2017
C904779,P103903,580,11/30/2016,8/16/2017
C904780,P106562,7946,2/5/2017,8/16/2017
C904781,P101558,14006,1/3/2017,8/16/2017
C904782,P105908,1222,7/20/2017,8/16/2017
C904783,P100495,4074,1/3/2016,8/16/2017
C904784,P106043,7071,11/27/2016,8/17/2017
C904785,P101643,1621,4/10/2017,8/17/2017
C904786,P104514,2790,11/11/2016,8/17/2017
C904787,P100512,3962,5/4/2016,8/17/2017
C904788,P101948,15844,2/20/2017,8/18/2017
C904789,P108137,7674,5/19/2017,8/18/2017
C904790,P106817,4062,7/4/2017,8/18/2017
C904791,P103841,10209,4/3/2017,8/18/2017
C904792,P101411,14796,6/25/2017,8/18/2017
C904793,P106194,2656,7/15/2016,8/18/2017
C904794,P107725,22,8/29/2016,8/18/2017
C904795,P101334,3622,7/25/2015,8/19/2017
C904796,P102311,1786,9/24/2016,8/19/2017
C904797,P100815,4513,12/1/2015,8/19/2017
C904798,P106254,3537,8/24/2016,8/19/2017
C904799,P102022,1578,8/2/2017,8/19/2017
C904800,P107922,11352,7/13/2017,8/19/2017
C904801,P108390,1980,8/11/2017,8/19/2017
C904802,P104095,8947,8/3/2017,8/19/2017
C904803,P109398,10296,8/9/2017,8/20/2017
C904804,P101393,10360,7/27/2016,8/20/2017
C904805,P108555,3021,2/23/2017,8/20/2017
C904806,P100686,361,7/17/2017,8/20/2017
C904807,P105629,750,8/31/2016,8/21/2017
C904808,P106308,363,12/19/2016,8/21/2017
C904809,P107457,16594,5/13/2017,8/21/2017
C904810,P100810,317,4/19/2016,8/21/2017
C904811,P100317,7883,5/27/2017,8/21/2017
C904812,P104280,10271,8/15/2017,8/21/2017
C904813,P109345,2519,7/5/2017,8/21/2017
C904814,P105684,524,6/23/2017,8/21/2017
C904815,P107440,26462,3/31/2017,8/22/2017
C904816,P104954,6509,8/4/2017,8/23/2017
C904817,P106017,2855,11/25/2016,8/23/2017
C904818,P106945,12407,6/2/2017,8/23/2017
C904819,P105107,6218,4/17/2015,8/23/2017
C904820,P108702,1627,2/25/2017,8/23/2017
C904821,P105217,3223,5/22/2017,8/23/2017
C904822,P107149,5179,7/10/2017,8/23/2017
C904823,P107623,23801,1/9/2017,8/24/2017
C904824,P104529,229,5/4/2016,8/24/2017
C904825,P109586,5912,8/17/2017,8/24/2017
C904826,P105408,7025,6/6/2017,8/24/2017
C904827,P100997,606,2/6/2016,8/24/2017
C904828,P108499,420,6/3/2017,8/24/2017
C904829,P104558,7609,4/29/2017,8/25/2017
C904830,P101803,3034,7/21/2017,8/25/2017
C904831,P108581,1189,3/9/2017,8/25/2017
C904832,P106944,40613,7/27/2017,8/25/2017
C904833,P105933,4104,6/30/2016,8/25/2017
C904834,P105471,8973,1/7/2017,8/25/2017
C904835,P104495,10727,6/4/2016,8/25/2017
C904836,P107419,3244,3/24/2017,8/26/2017
C904837,P109365,5302,5/24/2017,8/26/2017
C904838,P109228,6154,5/3/2017,8/26/2017
C904839,P105294,12073,4/3/2017,8/26/2017
C904840,P103131,715,12/22/2016,8/26/2017
C904841,P109282,1103,8/14/2017,8/26/2017
C904842,P104730,2016,6/10/2017,8/26/2017
C904843,P104735,18290,11/22/2016,8/26/2017
C904844,P108488,1192,2/10/2017,8/26/2017
C904845,P104649,1930,5/25/2016,8/26/2017
C904846,P107135,1207,7/16/2016,8/27/2017
C904847,P100068,2570,1/26/2016,8/27/2017
C904848,P102539,1380,2/19/2017,8/27/2017
C904849,P101424,4212,4/2/2016,8/27/2017
C904850,P107633,5402,5/28/2017,8/28/2017
C904851,P106359,3341,7/9/2017,8/28/2017
C904852,P102727,8859,2/12/2017,8/28/2017
C904853,P100991,187,6/5/2017,8/28/2017
C904854,P106230,2810,12/5/2015,8/28/2017
C904855,P109206,433,5/18/2017,8/28/2017
C904856,P108951,3255,4/18/2017,8/28/2017
C904857,P106849,6729,2/2/2017,8/29/2017
C904858,P100885,20445,4/17/2017,8/29/2017
C904859,P102409,5757,12/10/2016,8/29/2017
C904860,P104702,24652,2/11/2017,8/30/2017
C904861,P104210,9388,7/18/2017,8/30/2017
C904862,P103150,23886,11/16/2016,8/30/2017
C904863,P107393,4188,5/14/2017,8/30/2017
C904864,P102139,9428,8/26/2014,8/30/2017
C904865,P100721,135,4/16/2017,8/31/2017
C904866,P101465,2313,5/20/2015,8/31/2017
C904867,P107905,1066,7/20/2017,8/31/2017
C904868,P104357,2067,9/24/2016,8/31/2017
C904869,P100969,8793,8/3/2015,8/31/2017
C904870,P108050,70,10/2/2016,8/31/2017
C904871,P105866,10342,7/25/2017,8/31/2017
C904872,P104683,1339,5/23/2016,9/1/2017
C904873,P103685,3652,3/18/2017,9/1/2017
C904874,P107830,417,12/24/2016,9/1/2017
C904875,P102932,1255,4/22/2017,9/1/2017
C904876,P102303,94,7/12/2017,9/1/2017
C904877,P101586,1492,1/23/2017,9/1/2017
C904878,P109291,3334,8/6/2017,9/1/2017
C904879,P108596,4345,1/6/2017,9/1/2017
C904880,P106238,4709,11/16/2015,9/1/2017
C904881,P105564,10649,7/25/2015,9/1/2017
C904882,P105344,9848,2/2/2017,9/2/2017
C904883,P101590,3707,12/14/2015,9/2/2017
C904884,P104299,24612,2/10/2017,9/2/2017
C904885,P102659,6803,5/14/2015,9/2/2017
C904886,P103948,968,1/15/2016,9/2/2017
C904887,P108580,161,6/17/2017,9/2/2017
C904888,P103857,2448,5/23/2017,9/2/2017
C904889,P100129,18622,5/27/2017,9/2/2017
C904890,P103455,5012,12/26/2016,9/3/2017
C904891,P103725,1291,10/4/2016,9/3/2017
C904892,P101473,295,4/28/2016,9/3/2017
C904893,P106306,5430,1/7/2017,9/3/2017
C904894,P107668,256,8/7/2017,9/3/2017
C904895,P107814,1801,5/15/2017,9/3/2017
C904896,P104674,57,6/10/2015,9/3/2017
C904897,P104229,6785,3/29/2017,9/4/2017
C904898,P101289,13498,5/19/2016,9/4/2017
C904899,P102125,767,8/28/2017,9/4/2017
C904900,P109386,563,7/10/2017,9/4/2017
C904901,P108410,6375,8/27/2017,9/4/2017
C904902,P106263,1976,7/4/2016,9/4/2017
C904903,P103923,19609,12/25/2016,9/4/2017
C904904,P107362,1892,2/3/2017,9/4/2017
C904905,P105388,11170,8/20/2017,9/5/2017
C904906,P104132,1563,3/14/2017,9/5/2017
C904907,P104239,8187,10/24/2016,9/5/2017
C904908,P104345,2640,12/24/2015,9/5/2017
C904909,P102767,8571,4/7/2016,9/5/2017
C904910,P103617,3522,3/24/2017,9/5/2017
C904911,P104954,112,8/8/2016,9/6/2017
C904912,P106132,2861,2/27/2017,9/6/2017
C904913,P100852,1253,4/11/2017,9/6/2017
C904914,P104612,2460,2/21/2016,9/6/2017
C904915,P107254,897,6/5/2017,9/6/2017
C904916,P105223,4045,5/6/2017,9/6/2017
C904917,P106231,261,12/17/2016,9/6/2017
C904918,P100317,6439,2/11/2015,9/6/2017
C904919,P105919,5096,2/8/2017,9/7/2017
C904920,P103647,5397,7/7/2017,9/7/2017
C904921,P108749,262,7/15/2017,9/7/2017
C904922,P105605,2519,4/15/2017,9/8/2017
C904923,P104156,95,3/8/2016,9/8/2017
C904924,P108075,1249,12/12/2016,9/8/2017
C904925,P106030,11032,8/15/2017,9/8/2017
C904926,P102841,5254,3/9/2016,9/8/2017
C904927,P103583,73,1/9/2015,9/8/2017
C904928,P103079,5761,6/12/2017,9/8/2017
C904929,P107670,3246,8/26/2016,9/8/2017
C904930,P100719,6259,5/29/2014,9/8/2017
C904931,P101774,688,5/25/2016,9/8/2017
C904932,P106172,351,4/19/2017,9/9/2017
C904933,P103504,3829,10/5/2015,9/9/2017
C904934,P101899,641,11/21/2016,9/9/2017
C904935,P104913,647,2/19/2016,9/9/2017
C904936,P109247,6435,8/27/2017,9/9/2017
C904937,P107704,9188,3/20/2017,9/9/2017
C904938,P101896,267,7/20/2016,9/9/2017
C904939,P101324,8825,9/5/2017,9/9/2017
C904940,P107625,5238,3/29/2017,9/9/2017
C904941,P109360,1552,7/19/2017,9/9/2017
C904942,P106148,3006,8/5/2016,9/9/2017
C904943,P108924,3613,8/9/2017,9/9/2017
C904944,P104057,2084,5/12/2016,9/10/2017
C904945,P102796,305,1/29/2016,9/10/2017
C904946,P104399,5734,9/1/2015,9/10/2017
C904947,P100184,3766,3/13/2017,9/10/2017
C904948,P109572,1302,6/22/2017,9/10/2017
C904949,P107848,29027,6/5/2017,9/10/2017
C904950,P105755,784,9/3/2017,9/10/2017
C904951,P104501,6498,9/14/2016,9/10/2017
C904952,P105338,2446,9/3/2015,9/10/2017
C904953,P109149,14926,3/3/2017,9/11/2017
C904954,P104163,28165,2/29/2016,9/11/2017
C904955,P101652,1983,11/23/2015,9/11/2017
C904956,P101363,1011,6/30/2016,9/11/2017
C904957,P104736,10715,6/24/2015,9/11/2017
C904958,P107666,3782,5/19/2017,9/11/2017
C904959,P103462,2501,12/22/2016,9/11/2017
C904960,P108844,3835,6/24/2017,9/11/2017
C904961,P109211,3998,9/1/2017,9/11/2017
C904962,P106377,926,12/12/2015,9/11/2017
C904963,P104687,2453,6/20/2017,9/12/2017
C904964,P100440,1191,9/16/2014,9/12/2017
C904965,P106847,3298,3/26/2017,9/12/2017
C904966,P106421,15604,7/5/2016,9/12/2017
C904967,P100081,1983,8/23/2017,9/12/2017
C904968,P105166,1446,4/21/2016,9/12/2017
C904969,P101062,3634,2/5/2016,9/12/2017
C904970,P105773,1365,9/9/2016,9/13/2017
C904971,P107704,465,12/7/2016,9/13/2017
C904972,P102351,624,7/27/2016,9/13/2017
C904973,P102270,1665,4/14/2017,9/13/2017
C904974,P100601,3655,12/30/2016,9/13/2017
C904975,P105368,757,6/23/2017,9/13/2017
C904976,P105868,8792,8/2/2017,9/13/2017
C904977,P103356,2277,4/18/2015,9/13/2017
C904978,P105198,1988,5/18/2017,9/14/2017
C904979,P106281,19636,9/2/2017,9/14/2017
C904980,P105440,2624,1/3/2016,9/14/2017
C904981,P102230,1269,4/6/2017,9/14/2017
C904982,P106174,4944,3/2/2016,9/15/2017
C904983,P100792,843,1/1/2017,9/15/2017
C904984,P102073,62,7/13/2017,9/15/2017
C904985,P102042,3190,8/4/2016,9/15/2017
C904986,P102854,6123,9/16/2016,9/15/2017
C904987,P100503,9229,12/29/2015,9/16/2017
C904988,P107270,9807,7/7/2016,9/16/2017
C904989,P105630,2658,9/8/2017,9/16/2017
C904990,P101762,3319,2/12/2017,9/16/2017
C904991,P103890,1037,4/22/2017,9/16/2017
C904992,P105880,396,4/16/2016,9/16/2017
C904993,P101963,15032,4/11/2016,9/17/2017
C904994,P102972,73,9/13/2017,9/17/2017
C904995,P106935,1211,5/1/2017,9/17/2017
C904996,P106619,3407,8/22/2017,9/17/2017
C904997,P103992,150,11/21/2015,9/17/2017
C904998,P108308,2231,8/6/2017,9/17/2017
C904999,P106246,4297,8/24/2016,9/17/2017
C905000,P105389,707,9/12/2017,9/18/2017
C905001,P106980,7012,6/17/2017,9/18/2017
C905002,P100350,4337,1/15/2017,9/18/2017
C905003,P103725,5452,1/3/2017,9/18/2017
C905004,P101804,4550,9/15/2017,9/18/2017
C905005,P103003,6393,11/10/2015,9/18/2017
C905006,P104345,4440,8/12/2017,9/18/2017
C905007,P105830,1270,12/1/2015,9/19/2017
C905008,P105745,284,6/9/2017,9/19/2017
C905009,P104594,8990,7/10/2016,9/19/2017
C905010,P101680,1440,2/6/2017,9/19/2017
C905011,P103852,1530,2/11/2017,9/19/2017
C905012,P101558,3118,1/21/2017,9/19/2017
C905013,P100066,3591,7/21/2017,9/19/2017
C905014,P105922,11194,8/10/2016,9/19/2017
C905015,P109111,6479,7/13/2017,9/20/2017
C905016,P105119,11005,9/24/2016,9/20/2017
C905017,P101205,2095,5/23/2017,9/20/2017
C905018,P107175,2231,1/8/2017,9/20/2017
C905019,P106730,12574,8/1/2017,9/20/2017
C905020,P105083,473,7/15/2017,9/20/2017
C905021,P107609,1210,8/20/2017,9/20/2017
C905022,P102728,2370,9/10/2016,9/20/2017
C905023,P100664,1158,1/9/2016,9/20/2017
C905024,P102314,4531,2/11/2017,9/21/2017
C905025,P104744,3074,12/15/2016,9/21/2017
C905026,P106318,400,2/28/2017,9/21/2017
C905027,P108440,230,8/31/2017,9/21/2017
C905028,P104391,6331,6/8/2017,9/21/2017
C905029,P106311,346,9/7/2017,9/22/2017
C905030,P106397,3379,11/26/2016,9/22/2017
C905031,P105591,2534,10/5/2016,9/22/2017
C905032,P103941,2112,6/13/2016,9/22/2017
C905033,P106341,3067,2/29/2016,9/23/2017
C905034,P106864,9880,10/16/2016,9/23/2017
C905035,P105763,14423,3/21/2017,9/23/2017
C905036,P109352,490,8/14/2017,9/23/2017
C905037,P101291,1293,8/10/2016,9/23/2017
C905038,P100946,5679,3/16/2017,9/23/2017
C905039,P103939,4616,1/26/2017,9/23/2017
C905040,P103848,1162,9/21/2015,9/23/2017
C905041,P103222,734,8/1/2015,9/24/2017
C905042,P108971,10735,4/23/2017,9/24/2017
C905043,P108519,1665,3/7/2017,9/24/2017
C905044,P106634,1044,2/27/2017,9/24/2017
C905045,P104111,2128,5/24/2017,9/24/2017
C905046,P100190,4344,1/23/2014,9/24/2017
C905047,P106014,22071,7/22/2016,9/24/2017
C905048,P105721,1614,4/3/2017,9/24/2017
C905049,P101644,1865,4/18/2017,9/24/2017
C905050,P101782,104,8/10/2015,9/25/2017
C905051,P106302,700,9/19/2017,9/25/2017
C905052,P105793,9442,5/12/2017,9/25/2017
C905053,P107351,15402,8/20/2017,9/25/2017
C905054,P106198,473,12/16/2016,9/26/2017
C905055,P106999,1829,12/12/2016,9/26/2017
C905056,P107364,6791,6/26/2016,9/26/2017
C905057,P105298,2828,12/19/2016,9/26/2017
C905058,P106377,11,5/26/2017,9/26/2017
C905059,P107966,659,7/3/2017,9/26/2017
C905060,P107366,10226,1/9/2017,9/26/2017
C905061,P107842,3461,4/2/2017,9/26/2017
C905062,P105523,1898,1/17/2017,9/27/2017
C905063,P100718,4783,3/20/2017,9/27/2017
C905064,P100106,1387,1/10/2017,9/27/2017
C905065,P106245,1264,12/6/2015,9/27/2017
C905066,P108221,258,4/11/2017,9/27/2017
C905067,P107959,9214,12/14/2016,9/27/2017
C905068,P103954,484,12/23/2014,9/28/2017
C905069,P102595,5611,5/20/2015,9/28/2017
C905070,P109349,3286,8/7/2017,9/28/2017
C905071,P107184,13227,8/6/2017,9/28/2017
C905072,P105086,2663,6/7/2017,9/28/2017
C905073,P108603,3675,5/19/2017,9/28/2017
C905074,P105168,3343,3/19/2017,9/29/2017
C905075,P109097,15054,8/12/2017,9/29/2017
C905076,P105997,4789,4/25/2017,9/29/2017
C905077,P100438,2570,7/19/2017,9/29/2017
C905078,P105431,5312,4/18/2017,9/30/2017
C905079,P102791,3991,9/25/2017,9/30/2017
C905080,P109373,3218,7/30/2017,9/30/2017
C905081,P107520,5091,10/23/2016,9/30/2017
C905082,P101082,3498,4/14/2017,9/30/2017
C905083,P103745,9523,3/24/2017,9/30/2017
C905084,P100734,1147,4/10/2017,9/30/2017
C905085,P106032,8514,5/27/2017,9/30/2017
C905086,P105367,5515,12/1/2016,9/30/2017
C905087,P103518,12449,3/14/2015,9/30/2017
C905088,P106394,6595,9/6/2017,10/1/2017
C905089,P109752,3984,9/25/2017,10/1/2017
C905090,P107407,10210,7/20/2016,10/1/2017
C905091,P107310,412,2/7/2017,10/1/2017
C905092,P106395,2997,11/27/2016,10/1/2017
C905093,P104576,3852,8/12/2017,10/1/2017
C905094,P102287,6713,4/28/2017,10/2/2017
C905095,P102834,32183,3/2/2016,10/2/2017
C905096,P109618,14805,7/30/2017,10/2/2017
C905097,P103381,4794,3/6/2017,10/2/2017
C905098,P102023,965,3/6/2017,10/3/2017
C905099,P108257,6649,9/19/2017,10/3/2017
C905100,P104233,2114,10/9/2015,10/3/2017
C905101,P106747,1945,6/2/2017,10/3/2017
C905102,P105222,3482,5/29/2017,10/3/2017
C905103,P103214,1331,8/6/2015,10/3/2017
C905104,P110190,3949,8/12/2017,10/3/2017
C905105,P108473,2268,6/17/2017,10/4/2017
C905106,P107954,4128,4/22/2017,10/4/2017
C905107,P101984,5087,9/14/2016,10/4/2017
C905108,P107326,5680,6/2/2017,10/4/2017
C905109,P101921,197,11/20/2015,10/5/2017
