PolicyNumber,PolicyStartDate,DrivingFrequency,County
P106365,11/25/2016,High,Orange
P108560,11/25/2016,High,Riverside
P108561,11/25/2016,High,Orange
P108562,11/25/2016,High,Orange
P108563,11/25/2016,High,Los Angeles
P108564,11/25/2016,High,Ventura
P108565,11/25/2016,High,Ventura
P104328,11/26/2016,Low,Los Angeles
P104329,11/26/2016,Low,San Bernadino
P104331,11/26/2016,Low,Orange
P104333,11/26/2016,Low,Los Angeles
P104334,11/26/2016,Low,Orange
P104337,11/26/2016,Low,San Bernadino
P104342,11/26/2016,Low,Los Angeles
P106366,11/26/2016,High,Los Angeles
P106367,11/26/2016,High,Los Angeles
P106369,11/26/2016,High,Ventura
P108566,11/26/2016,High,San Bernadino
P108567,11/26/2016,High,San Bernadino
P108568,11/26/2016,High,San Bernadino
P108569,11/26/2016,High,San Bernadino
P108570,11/26/2016,High,Los Angeles
P104345,11/27/2016,Low,Orange
P104347,11/27/2016,Low,Los Angeles
P104348,11/27/2016,Low,Orange
P104350,11/27/2016,Low,Los Angeles
P104351,11/27/2016,Low,Los Angeles
P104352,11/27/2016,Low,San Bernadino
P104353,11/27/2016,Low,Riverside
P104355,11/27/2016,Low,Riverside
P104356,11/27/2016,Low,Riverside
P104357,11/27/2016,Low,Ventura
P104358,11/27/2016,Low,Los Angeles
P106372,11/27/2016,High,San Bernadino
P108571,11/27/2016,High,San Bernadino
P108572,11/27/2016,High,Riverside
P108573,11/27/2016,High,San Bernadino
P108574,11/27/2016,High,Ventura
P108575,11/27/2016,High,San Bernadino
P108576,11/27/2016,High,Los Angeles
P108577,11/27/2016,High,Riverside
P108578,11/27/2016,High,San Bernadino
P108579,11/27/2016,High,Riverside
P108580,11/27/2016,High,San Bernadino
P104360,11/28/2016,Low,Riverside
P104364,11/28/2016,Low,Los Angeles
P104365,11/28/2016,Low,Riverside
P104367,11/28/2016,Low,Los Angeles
P104368,11/28/2016,Low,Ventura
P104371,11/28/2016,Low,Riverside
P104372,11/28/2016,Low,Los Angeles
P104373,11/28/2016,Low,Los Angeles
P106374,11/28/2016,High,Los Angeles
P108581,11/28/2016,High,Los Angeles
P108582,11/28/2016,High,Riverside
P108583,11/28/2016,High,Los Angeles
P108584,11/28/2016,High,San Bernadino
P108585,11/28/2016,High,Orange
P104379,11/29/2016,Low,Los Angeles
P104380,11/29/2016,Low,Ventura
P104385,11/29/2016,Low,Ventura
P104387,11/29/2016,Low,Riverside
P106377,11/29/2016,High,Ventura
P106379,11/29/2016,High,Riverside
P108586,11/29/2016,High,San Bernadino
P108587,11/29/2016,High,San Bernadino
P108588,11/29/2016,High,Los Angeles
P108589,11/29/2016,High,Riverside
P104391,11/30/2016,Low,Los Angeles
P104392,11/30/2016,Low,Los Angeles
P104393,11/30/2016,Low,Los Angeles
P104395,11/30/2016,Low,Los Angeles
P104396,11/30/2016,Low,Orange
P104397,11/30/2016,Low,Los Angeles
P104400,11/30/2016,Low,Los Angeles
P104401,11/30/2016,Low,Los Angeles
P104402,11/30/2016,Low,Riverside
P104403,11/30/2016,Low,Los Angeles
P104404,11/30/2016,Low,San Bernadino
P104405,11/30/2016,Low,Los Angeles
P104406,11/30/2016,Low,Orange
P106380,11/30/2016,High,Ventura
P106381,11/30/2016,High,San Bernadino
P108590,11/30/2016,High,Los Angeles
P108591,11/30/2016,High,Los Angeles
P108592,11/30/2016,High,Riverside
P108593,11/30/2016,High,Riverside
P108594,11/30/2016,High,Los Angeles
P108595,11/30/2016,High,Ventura
P104407,12/1/2016,Low,Ventura
P104409,12/1/2016,Low,Los Angeles
P104410,12/1/2016,Low,Riverside
P104411,12/1/2016,Low,San Bernadino
P104412,12/1/2016,Low,San Bernadino
P104417,12/1/2016,Low,San Bernadino
P104418,12/1/2016,Low,Los Angeles
P106383,12/1/2016,High,Riverside
P106384,12/1/2016,High,Los Angeles
P106385,12/1/2016,High,San Bernadino
P106386,12/1/2016,High,Los Angeles
P106388,12/1/2016,High,San Bernadino
P108596,12/1/2016,High,Riverside
P108597,12/1/2016,High,Orange
P108598,12/1/2016,High,Los Angeles
P108599,12/1/2016,High,Riverside
P108600,12/1/2016,High,Los Angeles
P108601,12/1/2016,High,Los Angeles
P104419,12/2/2016,Low,Ventura
P104420,12/2/2016,Low,Ventura
P104421,12/2/2016,Low,San Bernadino
P104422,12/2/2016,Low,Los Angeles
P104423,12/2/2016,Low,Los Angeles
P104424,12/2/2016,Low,Orange
P104425,12/2/2016,Low,Ventura
P104427,12/2/2016,Low,Ventura
P104430,12/2/2016,Low,San Bernadino
P104431,12/2/2016,Low,Los Angeles
P106390,12/2/2016,High,Ventura
P108602,12/2/2016,High,Orange
P108603,12/2/2016,High,Los Angeles
P108604,12/2/2016,High,Los Angeles
P108605,12/2/2016,High,Ventura
P108606,12/2/2016,High,Ventura
P108607,12/2/2016,High,Ventura
P104432,12/3/2016,Low,Ventura
P104436,12/3/2016,Low,Ventura
P104438,12/3/2016,Low,San Bernadino
P104440,12/3/2016,Low,Orange
P104441,12/3/2016,Low,Riverside
P104443,12/3/2016,Low,Los Angeles
P104444,12/3/2016,Low,Orange
P106392,12/3/2016,High,Ventura
P106393,12/3/2016,High,Ventura
P106394,12/3/2016,High,San Bernadino
P106395,12/3/2016,High,Riverside
P108608,12/3/2016,High,Los Angeles
P108609,12/3/2016,High,Ventura
P108610,12/3/2016,High,Riverside
P108611,12/3/2016,High,Ventura
P108612,12/3/2016,High,Ventura
P108613,12/3/2016,High,Ventura
P104447,12/4/2016,Low,Los Angeles
P104448,12/4/2016,Low,San Bernadino
P104450,12/4/2016,Low,Ventura
P104451,12/4/2016,Low,Ventura
P104452,12/4/2016,Low,Los Angeles
P104453,12/4/2016,Low,San Bernadino
P104454,12/4/2016,Low,San Bernadino
P104456,12/4/2016,Low,Riverside
P104457,12/4/2016,Low,Los Angeles
P106397,12/4/2016,High,San Bernadino
P106398,12/4/2016,High,Los Angeles
P106400,12/4/2016,High,Ventura
P108614,12/4/2016,High,Ventura
P108615,12/4/2016,High,Los Angeles
P108616,12/4/2016,High,Los Angeles
P108617,12/4/2016,High,Los Angeles
P108618,12/4/2016,High,San Bernadino
P108619,12/4/2016,High,Los Angeles
P108620,12/4/2016,High,San Bernadino
P108621,12/4/2016,High,Ventura
P104461,12/5/2016,Low,Ventura
P104464,12/5/2016,Low,Los Angeles
P104467,12/5/2016,Low,Los Angeles
P104468,12/5/2016,Low,Riverside
P104471,12/5/2016,Low,Los Angeles
P104472,12/5/2016,Low,Ventura
P104473,12/5/2016,Low,San Bernadino
P104474,12/5/2016,Low,San Bernadino
P104475,12/5/2016,Low,Los Angeles
P106401,12/5/2016,High,San Bernadino
P106402,12/5/2016,High,San Bernadino
P106404,12/5/2016,High,Ventura
P106405,12/5/2016,High,Los Angeles
P106406,12/5/2016,High,Riverside
P108622,12/5/2016,High,Orange
P108623,12/5/2016,High,Los Angeles
P108624,12/5/2016,High,Los Angeles
P108625,12/5/2016,High,Los Angeles
P108626,12/5/2016,High,San Bernadino
P104476,12/6/2016,Low,Riverside
P104478,12/6/2016,Low,Riverside
P104479,12/6/2016,Low,Los Angeles
P104481,12/6/2016,Low,Los Angeles
P104484,12/6/2016,High,San Bernadino
P104485,12/6/2016,Medium,Orange
P104487,12/6/2016,Medium,Ventura
P106408,12/6/2016,High,Orange
P106410,12/6/2016,High,San Bernadino
P106411,12/6/2016,High,Los Angeles
P106412,12/6/2016,High,Riverside
P108627,12/6/2016,High,Los Angeles
P108628,12/6/2016,High,Riverside
P108629,12/6/2016,High,Orange
P104492,12/7/2016,Medium,Los Angeles
P106415,12/7/2016,High,Orange
P106416,12/7/2016,High,Ventura
P108630,12/7/2016,High,Ventura
P108631,12/7/2016,High,Riverside
P108632,12/7/2016,High,Ventura
P108633,12/7/2016,High,San Bernadino
P108634,12/7/2016,High,Ventura
P104493,12/8/2016,Medium,Ventura
P104495,12/8/2016,Medium,Los Angeles
P104498,12/8/2016,Medium,San Bernadino
P104499,12/8/2016,Medium,San Bernadino
P104500,12/8/2016,High,Riverside
P104502,12/8/2016,High,San Bernadino
P104504,12/8/2016,High,Los Angeles
P104506,12/8/2016,High,Los Angeles
P104509,12/8/2016,High,San Bernadino
P104510,12/8/2016,High,Los Angeles
P106417,12/8/2016,Medium,Los Angeles
P106419,12/8/2016,Medium,Riverside
P108635,12/8/2016,High,Los Angeles
P108636,12/8/2016,High,San Bernadino
P108637,12/8/2016,High,Ventura
P108638,12/8/2016,High,San Bernadino
P108639,12/8/2016,High,Ventura
P104512,12/9/2016,High,San Bernadino
P104514,12/9/2016,High,Riverside
P104515,12/9/2016,High,Orange
P104517,12/9/2016,High,Los Angeles
P104518,12/9/2016,High,Los Angeles
P104519,12/9/2016,High,San Bernadino
P104521,12/9/2016,High,Los Angeles
P104522,12/9/2016,High,San Bernadino
P104523,12/9/2016,High,San Bernadino
P104524,12/9/2016,High,Riverside
P104525,12/9/2016,High,Los Angeles
P104526,12/9/2016,High,Ventura
P104528,12/9/2016,High,Los Angeles
P104529,12/9/2016,High,San Bernadino
P104530,12/9/2016,High,Los Angeles
P104533,12/9/2016,High,Los Angeles
P106420,12/9/2016,Medium,Riverside
P106421,12/9/2016,Medium,Orange
P106422,12/9/2016,High,Los Angeles
P106424,12/9/2016,Low,Ventura
P106425,12/9/2016,Low,Los Angeles
P106426,12/9/2016,Low,Orange
P108640,12/9/2016,High,Riverside
P108641,12/9/2016,High,Orange
P108642,12/9/2016,High,Riverside
P104534,12/10/2016,High,Orange
P104535,12/10/2016,High,Los Angeles
P104537,12/10/2016,High,San Bernadino
P104540,12/10/2016,High,San Bernadino
P104542,12/10/2016,High,San Bernadino
P104546,12/10/2016,High,Los Angeles
P106427,12/10/2016,Low,Orange
P106428,12/10/2016,High,Los Angeles
P106430,12/10/2016,High,San Bernadino
P108643,12/10/2016,High,Riverside
P108644,12/10/2016,Medium,Orange
P108645,12/10/2016,Medium,Ventura
P108646,12/10/2016,High,Ventura
P104551,12/11/2016,High,Los Angeles
P104553,12/11/2016,High,Los Angeles
P104554,12/11/2016,High,Los Angeles
P104555,12/11/2016,High,San Bernadino
P104558,12/11/2016,High,Los Angeles
P104559,12/11/2016,High,Los Angeles
P106431,12/11/2016,High,Ventura
P108647,12/11/2016,Medium,Los Angeles
P108648,12/11/2016,High,Los Angeles
P108649,12/11/2016,High,Los Angeles
P108650,12/11/2016,High,Orange
P108651,12/11/2016,High,Los Angeles
P108652,12/11/2016,High,San Bernadino
P108653,12/11/2016,High,Los Angeles
P108654,12/11/2016,High,Ventura
P108655,12/11/2016,High,Riverside
P108656,12/11/2016,High,Los Angeles
P104563,12/12/2016,High,San Bernadino
P104564,12/12/2016,High,Los Angeles
P104567,12/12/2016,High,Los Angeles
P104568,12/12/2016,High,Riverside
P104570,12/12/2016,High,Los Angeles
P104572,12/12/2016,High,Ventura
P104575,12/12/2016,High,San Bernadino
P104576,12/12/2016,High,Los Angeles
P104577,12/12/2016,High,San Bernadino
P104579,12/12/2016,High,Los Angeles
P106432,12/12/2016,High,Ventura
P106433,12/12/2016,High,Los Angeles
P108657,12/12/2016,Medium,Ventura
P108658,12/12/2016,High,Ventura
P108659,12/12/2016,Medium,San Bernadino
P108660,12/12/2016,Medium,San Bernadino
P108661,12/12/2016,High,Riverside
P108662,12/12/2016,High,San Bernadino
P108663,12/12/2016,High,San Bernadino
P108664,12/12/2016,Medium,Orange
P104581,12/13/2016,High,San Bernadino
P104583,12/13/2016,High,Riverside
P104588,12/13/2016,High,Los Angeles
P104589,12/13/2016,High,Los Angeles
P104590,12/13/2016,High,Ventura
P104592,12/13/2016,High,Orange
P104593,12/13/2016,High,San Bernadino
P106434,12/13/2016,High,Los Angeles
P106435,12/13/2016,High,Los Angeles
P106436,12/13/2016,High,Ventura
P108665,12/13/2016,Medium,Ventura
P108666,12/13/2016,Medium,San Bernadino
P108667,12/13/2016,Medium,Los Angeles
P108668,12/13/2016,Medium,Ventura
P104594,12/14/2016,High,Riverside
P104595,12/14/2016,High,Los Angeles
P104599,12/14/2016,High,San Bernadino
P104604,12/14/2016,High,Ventura
P104607,12/14/2016,High,Riverside
P108669,12/14/2016,Medium,Los Angeles
P108670,12/14/2016,Medium,San Bernadino
P108671,12/14/2016,Medium,Los Angeles
P108672,12/14/2016,Medium,Los Angeles
P108673,12/14/2016,Medium,Los Angeles
P108674,12/14/2016,Medium,Riverside
P104609,12/15/2016,High,Ventura
P104610,12/15/2016,High,Ventura
P104613,12/15/2016,High,Ventura
P104614,12/15/2016,High,Orange
P106440,12/15/2016,High,Los Angeles
P106442,12/15/2016,High,Los Angeles
P106443,12/15/2016,High,San Bernadino
P106444,12/15/2016,High,Los Angeles
P106445,12/15/2016,High,Los Angeles
P106446,12/15/2016,High,Orange
P106447,12/15/2016,High,Los Angeles
P108675,12/15/2016,Medium,Orange
P108676,12/15/2016,Medium,Los Angeles
P108677,12/15/2016,Medium,Ventura
P108678,12/15/2016,Medium,Los Angeles
P108679,12/15/2016,Medium,Orange
P108680,12/15/2016,Medium,San Bernadino
P108681,12/15/2016,Medium,Los Angeles
P108682,12/15/2016,Medium,Riverside
P108683,12/15/2016,Medium,Ventura
P108684,12/15/2016,Medium,Ventura
P104622,12/16/2016,High,Orange
P104629,12/16/2016,High,Riverside
P104630,12/16/2016,High,Ventura
P106448,12/16/2016,High,Los Angeles
P106449,12/16/2016,High,Los Angeles
P106450,12/16/2016,High,Los Angeles
P106452,12/16/2016,High,Los Angeles
P106454,12/16/2016,High,Riverside
P108685,12/16/2016,Medium,San Bernadino
P108686,12/16/2016,Medium,San Bernadino
P108687,12/16/2016,Medium,Riverside
P104632,12/17/2016,High,Orange
P104635,12/17/2016,High,Orange
P104636,12/17/2016,High,Ventura
P104643,12/17/2016,High,Riverside
P104645,12/17/2016,High,San Bernadino
P104646,12/17/2016,High,Los Angeles
P104648,12/17/2016,High,Los Angeles
P106456,12/17/2016,High,Orange
P106457,12/17/2016,High,Los Angeles
P106458,12/17/2016,High,Los Angeles
P108688,12/17/2016,Medium,Orange
P108689,12/17/2016,Medium,Los Angeles
P108690,12/17/2016,Medium,Ventura
P108691,12/17/2016,Medium,Orange
P108692,12/17/2016,Medium,Ventura
P108693,12/17/2016,Medium,Los Angeles
P108694,12/17/2016,Medium,Los Angeles
P108695,12/17/2016,Medium,Orange
P108696,12/17/2016,Medium,Los Angeles
P108697,12/17/2016,Medium,Los Angeles
P108698,12/17/2016,Medium,San Bernadino
P104649,12/18/2016,High,Ventura
P104652,12/18/2016,High,Orange
P104654,12/18/2016,High,Riverside
P104657,12/18/2016,High,Riverside
P104659,12/18/2016,High,Los Angeles
P104660,12/18/2016,High,Riverside
P104662,12/18/2016,High,San Bernadino
P104663,12/18/2016,High,Los Angeles
P104664,12/18/2016,High,Los Angeles
P104665,12/18/2016,High,Riverside
P104666,12/18/2016,High,Los Angeles
P104667,12/18/2016,High,Los Angeles
P104668,12/18/2016,High,Riverside
P104669,12/18/2016,High,Los Angeles
P106461,12/18/2016,High,Los Angeles
P106462,12/18/2016,High,Orange
P106463,12/18/2016,High,Riverside
P108699,12/18/2016,Medium,Riverside
P108700,12/18/2016,Medium,Ventura
P108701,12/18/2016,Medium,San Bernadino
P108702,12/18/2016,Medium,San Bernadino
P108703,12/18/2016,Medium,San Bernadino
P108704,12/18/2016,Medium,San Bernadino
P108705,12/18/2016,Medium,San Bernadino
P108706,12/18/2016,Medium,Riverside
P104671,12/19/2016,High,Los Angeles
P104672,12/19/2016,High,Riverside
P104673,12/19/2016,High,Los Angeles
P104676,12/19/2016,High,Riverside
P104678,12/19/2016,High,Ventura
P104680,12/19/2016,High,Ventura
P104682,12/19/2016,High,Ventura
P104684,12/19/2016,High,San Bernadino
P104685,12/19/2016,High,San Bernadino
P106464,12/19/2016,High,Los Angeles
P106466,12/19/2016,High,San Bernadino
P106469,12/19/2016,High,Ventura
P108707,12/19/2016,Medium,Ventura
P108708,12/19/2016,Medium,Los Angeles
P108709,12/19/2016,Medium,San Bernadino
P108710,12/19/2016,Medium,San Bernadino
P108711,12/19/2016,Low,Orange
P104687,12/20/2016,High,Orange
P104690,12/20/2016,High,Los Angeles
P104692,12/20/2016,High,Ventura
P104693,12/20/2016,High,Los Angeles
P104694,12/20/2016,High,Ventura
P104698,12/20/2016,High,Los Angeles
P106470,12/20/2016,High,San Bernadino
P106471,12/20/2016,High,Orange
P106472,12/20/2016,High,Los Angeles
P106473,12/20/2016,High,Los Angeles
P106474,12/20/2016,High,Ventura
P108712,12/20/2016,Low,Ventura
P108713,12/20/2016,Low,Ventura
P108714,12/20/2016,Low,Ventura
P108715,12/20/2016,Low,San Bernadino
P108716,12/20/2016,Low,Orange
P108717,12/20/2016,Low,Ventura
P108718,12/20/2016,Low,Los Angeles
P104700,12/21/2016,High,Riverside
P104701,12/21/2016,High,Orange
P104702,12/21/2016,High,Riverside
P104703,12/21/2016,High,Riverside
P104704,12/21/2016,High,Los Angeles
P104705,12/21/2016,High,Los Angeles
P104706,12/21/2016,High,Los Angeles
P104708,12/21/2016,High,Los Angeles
P104709,12/21/2016,High,Los Angeles
P104712,12/21/2016,High,San Bernadino
P104713,12/21/2016,High,Orange
P106476,12/21/2016,High,San Bernadino
P106478,12/21/2016,High,Ventura
P106479,12/21/2016,High,Los Angeles
P108719,12/21/2016,Low,San Bernadino
P108720,12/21/2016,High,Los Angeles
P108721,12/21/2016,High,Los Angeles
P108722,12/21/2016,High,Orange
P108723,12/21/2016,High,Orange
P108724,12/21/2016,High,Los Angeles
P108725,12/21/2016,High,Ventura
P108726,12/21/2016,Low,Riverside
P108727,12/21/2016,High,San Bernadino
P108728,12/21/2016,Low,Ventura
P108729,12/21/2016,Low,Orange
P104716,12/22/2016,High,Ventura
P104719,12/22/2016,High,San Bernadino
P104721,12/22/2016,High,Los Angeles
P104724,12/22/2016,High,San Bernadino
P104727,12/22/2016,High,Los Angeles
P106480,12/22/2016,High,Riverside
P106481,12/22/2016,High,San Bernadino
P106482,12/22/2016,High,San Bernadino
P106483,12/22/2016,High,San Bernadino
P106484,12/22/2016,High,San Bernadino
P106485,12/22/2016,High,Los Angeles
P106486,12/22/2016,High,San Bernadino
P108730,12/22/2016,Low,Ventura
P108731,12/22/2016,Low,San Bernadino
P108732,12/22/2016,Low,Los Angeles
P108733,12/22/2016,Low,Los Angeles
P108734,12/22/2016,Low,San Bernadino
P108735,12/22/2016,High,Riverside
P108736,12/22/2016,Low,Ventura
P108737,12/22/2016,Low,Orange
P108738,12/22/2016,Low,San Bernadino
P108739,12/22/2016,Low,Riverside
P108740,12/22/2016,Low,San Bernadino
P104729,12/23/2016,High,San Bernadino
P104730,12/23/2016,High,San Bernadino
P104735,12/23/2016,High,Los Angeles
P104736,12/23/2016,High,San Bernadino
P104739,12/23/2016,High,Orange
P104740,12/23/2016,High,Riverside
P104741,12/23/2016,High,San Bernadino
P104742,12/23/2016,High,San Bernadino
P104743,12/23/2016,High,San Bernadino
P106488,12/23/2016,High,San Bernadino
P108741,12/23/2016,Low,Ventura
P108742,12/23/2016,Low,Los Angeles
P108743,12/23/2016,Medium,Orange
P108744,12/23/2016,Medium,Riverside
P108745,12/23/2016,High,San Bernadino
P108746,12/23/2016,Medium,Orange
P108747,12/23/2016,Low,Los Angeles
P108748,12/23/2016,Low,Riverside
P104744,12/24/2016,High,Los Angeles
P104749,12/24/2016,High,Ventura
P104750,12/24/2016,High,Ventura
P104752,12/24/2016,High,Ventura
P104753,12/24/2016,High,Los Angeles
P108749,12/24/2016,Low,Ventura
P108750,12/24/2016,Low,San Bernadino
P108751,12/24/2016,Low,Orange
P108752,12/24/2016,Low,Los Angeles
P108753,12/24/2016,Low,Los Angeles
P104754,12/25/2016,High,Riverside
P104758,12/25/2016,High,Orange
P104760,12/25/2016,High,Los Angeles
P104761,12/25/2016,High,Orange
P106490,12/25/2016,High,Riverside
P106491,12/25/2016,High,Riverside
P106492,12/25/2016,High,Los Angeles
P106494,12/25/2016,High,San Bernadino
P106495,12/25/2016,High,Los Angeles
P106496,12/25/2016,High,Ventura
P108754,12/25/2016,Low,Riverside
P108755,12/25/2016,High,Los Angeles
P108756,12/25/2016,Medium,Los Angeles
P104762,12/26/2016,High,San Bernadino
P104763,12/26/2016,High,Ventura
P104764,12/26/2016,High,Orange
P104766,12/26/2016,High,San Bernadino
P104767,12/26/2016,High,San Bernadino
P104768,12/26/2016,High,Los Angeles
P106499,12/26/2016,High,Ventura
P106501,12/26/2016,High,San Bernadino
P106503,12/26/2016,High,Riverside
P108757,12/26/2016,Medium,Los Angeles
P108758,12/26/2016,Medium,Los Angeles
P108759,12/26/2016,Medium,Los Angeles
P108760,12/26/2016,Medium,Riverside
P108761,12/26/2016,Medium,Ventura
P104776,12/27/2016,High,Ventura
P104779,12/27/2016,High,San Bernadino
P104780,12/27/2016,High,Los Angeles
P104782,12/27/2016,High,Los Angeles
P104784,12/27/2016,High,Los Angeles
P104788,12/27/2016,High,San Bernadino
P104790,12/27/2016,High,Ventura
P106504,12/27/2016,High,San Bernadino
P106505,12/27/2016,High,Riverside
P106506,12/27/2016,High,Ventura
P106507,12/27/2016,High,Los Angeles
P108762,12/27/2016,High,Los Angeles
P108763,12/27/2016,Medium,Los Angeles
P108764,12/27/2016,High,Los Angeles
P108765,12/27/2016,Medium,San Bernadino
P108766,12/27/2016,Medium,San Bernadino
P108767,12/27/2016,Low,Riverside
P104791,12/28/2016,High,Riverside
P104792,12/28/2016,High,Ventura
P104793,12/28/2016,High,Orange
P104794,12/28/2016,High,Ventura
P104795,12/28/2016,High,Los Angeles
P104797,12/28/2016,High,Riverside
P104798,12/28/2016,High,San Bernadino
P104802,12/28/2016,High,Orange
P106509,12/28/2016,High,Ventura
P106510,12/28/2016,High,Los Angeles
P106511,12/28/2016,High,Riverside
P106512,12/28/2016,High,Ventura
P108768,12/28/2016,Low,Riverside
P108769,12/28/2016,Low,Riverside
P108770,12/28/2016,Low,Ventura
P108771,12/28/2016,Low,Los Angeles
P104805,12/29/2016,High,Los Angeles
P104807,12/29/2016,High,Los Angeles
P104808,12/29/2016,High,Ventura
P104811,12/29/2016,High,San Bernadino
P104812,12/29/2016,High,Ventura
P104814,12/29/2016,High,Los Angeles
P104815,12/29/2016,High,Ventura
P106513,12/29/2016,High,Ventura
P106514,12/29/2016,High,Orange
P106515,12/29/2016,High,San Bernadino
P108772,12/29/2016,Low,Orange
P108773,12/29/2016,Low,Los Angeles
P108774,12/29/2016,Low,Orange
P108775,12/29/2016,Low,San Bernadino
P108776,12/29/2016,Low,Orange
P108777,12/29/2016,Low,Ventura
P104816,12/30/2016,High,San Bernadino
P104817,12/30/2016,High,San Bernadino
P104819,12/30/2016,High,San Bernadino
P104822,12/30/2016,High,Ventura
P104823,12/30/2016,High,Orange
